LAND,MODELLART,OBJART,OBJART_TXT,OBJID,HDU_X,FDV_X,BEGINN,ENDE,ADM,AVG,BEZ_GEM,BEZ_VWG,BEZ_KRS,BEZ_LAN,BEZ_RBZ,SCH,WKR_NR,WKR_NAME
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Fo,,"0",2022-03-28T21:15:54Z,,"6001",,Krailling,,Starnberg,Freistaat Bayern,Oberbayern,"09188127","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Fp,,"0",2021-07-02T17:00:44Z,,"6001",,Seefeld,,Starnberg,Freistaat Bayern,Oberbayern,"09188132","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Fq,,"0",2022-03-10T21:16:53Z,,"6001",,Pöcking,,Starnberg,Freistaat Bayern,Oberbayern,"09188137","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Fr,,"0",2022-03-28T21:15:54Z,,"6003",,Starnberg,,Starnberg,Freistaat Bayern,Oberbayern,"09188139","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Fs,,"0",2022-04-12T21:15:25Z,,"6001",,Tutzing,,Starnberg,Freistaat Bayern,Oberbayern,"09188141","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ft,,"0",2021-07-02T17:00:44Z,,"6001",,Weßling,,Starnberg,Freistaat Bayern,Oberbayern,"09188144","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Fu,,"0",2021-11-29T21:15:23Z,,"6001",,Wörthsee,,Starnberg,Freistaat Bayern,Oberbayern,"09188145","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Lb,,"0",2022-04-12T21:15:25Z,,"6015",,Starnberger See,,Starnberg,Freistaat Bayern,Oberbayern,"09188451","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JA,,"0",2022-03-11T21:16:23Z,,"6001",,Piding,,Berchtesgadener Land,Freistaat Bayern,Oberbayern,"09172128","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JB,,"0",2021-12-07T21:17:17Z,,"6001",,Ramsau b.Berchtesgaden,,Berchtesgadener Land,Freistaat Bayern,Oberbayern,"09172129","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JC,,"0",2022-03-11T21:16:23Z,,"6001",,Saaldorf-Surheim,,Berchtesgadener Land,Freistaat Bayern,Oberbayern,"09172130","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JD,,"0",2021-12-07T21:17:17Z,,"6001",,Schneizlreuth,,Berchtesgadener Land,Freistaat Bayern,Oberbayern,"09172131","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JE,,"0",2022-03-01T21:19:07Z,,"6001",,Schönau a.Königssee,,Berchtesgadener Land,Freistaat Bayern,Oberbayern,"09172132","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JF,,"0",2022-03-11T21:16:23Z,,"6012",,Teisendorf,,Berchtesgadener Land,Freistaat Bayern,Oberbayern,"09172134","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001J1,,"0",2022-03-11T21:16:23Z,,"6001",,Ainring,,Berchtesgadener Land,Freistaat Bayern,Oberbayern,"09172111","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001J2,,"0",2022-03-11T21:16:23Z,,"6001",,Anger,,Berchtesgadener Land,Freistaat Bayern,Oberbayern,"09172112","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001J3,,"0",2021-12-07T21:17:17Z,,"6005",,Bad Reichenhall,,Berchtesgadener Land,Freistaat Bayern,Oberbayern,"09172114","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001J4,,"0",2021-07-02T17:00:44Z,,"6001",,Bayerisch Gmain,,Berchtesgadener Land,Freistaat Bayern,Oberbayern,"09172115","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001J5,,"0",2021-07-02T17:00:44Z,,"6012",,Berchtesgaden,,Berchtesgadener Land,Freistaat Bayern,Oberbayern,"09172116","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001J6,,"0",2022-03-01T21:19:07Z,,"6001",,Bischofswiesen,,Berchtesgadener Land,Freistaat Bayern,Oberbayern,"09172117","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001J7,,"0",2022-03-11T21:16:23Z,,"6003",,Freilassing,,Berchtesgadener Land,Freistaat Bayern,Oberbayern,"09172118","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001J8,,"0",2021-07-02T17:00:44Z,,"6003",,Laufen,,Berchtesgadener Land,Freistaat Bayern,Oberbayern,"09172122","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001J9,,"0",2021-07-02T17:00:44Z,,"6012",,Marktschellenberg,,Berchtesgadener Land,Freistaat Bayern,Oberbayern,"09172124","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001LL,,"0",2022-03-23T21:15:56Z,,"6015",,Eck,,Berchtesgadener Land,Freistaat Bayern,Oberbayern,"09172452","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001LM,,"0",2021-07-02T17:00:44Z,,"6015",,Schellenberger Forst,,Berchtesgadener Land,Freistaat Bayern,Oberbayern,"09172454","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Fv,,"0",2021-11-25T21:16:15Z,,"6001",,Altenmarkt a.d.Alz,,Traunstein,Freistaat Bayern,Oberbayern,"09189111","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Fw,,"0",2022-03-11T21:16:23Z,,6001#6010,,Bergen,,Traunstein,Freistaat Bayern,Oberbayern,"09189113","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Fx,,"0",2021-10-07T21:18:17Z,,"6001",,Chieming,,Traunstein,Freistaat Bayern,Oberbayern,"09189114","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Fy,,"0",2021-07-02T17:00:44Z,,"6001",,Engelsberg,,Traunstein,Freistaat Bayern,Oberbayern,"09189115","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Fz,,"0",2022-02-02T21:16:32Z,,"6001",,Fridolfing,,Traunstein,Freistaat Bayern,Oberbayern,"09189118","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GA,,"0",2021-11-25T21:16:15Z,,6001#6010,,Pittenhart,,Traunstein,Freistaat Bayern,Oberbayern,"09189137","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GB,,"0",2022-02-22T21:16:06Z,,"6001",,Reit im Winkl,,Traunstein,Freistaat Bayern,Oberbayern,"09189139","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GC,,"0",2022-02-22T21:16:06Z,,"6001",,Ruhpolding,,Traunstein,Freistaat Bayern,Oberbayern,"09189140","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001G0,,"0",2022-03-11T21:16:23Z,,"6001",,Grabenstätt,,Traunstein,Freistaat Bayern,Oberbayern,"09189119","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001G1,,"0",2022-02-22T21:16:06Z,,"6012",,Grassau,,Traunstein,Freistaat Bayern,Oberbayern,"09189120","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001G2,,"0",2021-12-07T21:17:17Z,,"6001",,Inzell,,Traunstein,Freistaat Bayern,Oberbayern,"09189124","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001G3,,"0",2022-03-11T21:16:23Z,,6001#6010,,Kienberg,,Traunstein,Freistaat Bayern,Oberbayern,"09189126","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001G4,,"0",2021-07-02T17:00:44Z,,"6001",,Kirchanschöring,,Traunstein,Freistaat Bayern,Oberbayern,"09189127","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001G5,,"0",2022-02-22T21:16:06Z,,6001#6010,,Marquartstein,,Traunstein,Freistaat Bayern,Oberbayern,"09189129","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001G6,,"0",2022-02-02T21:16:32Z,,"6001",,Nußdorf,,Traunstein,Freistaat Bayern,Oberbayern,"09189130","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001G7,,"0",2021-11-25T21:16:15Z,,6001#6010,,Obing,,Traunstein,Freistaat Bayern,Oberbayern,"09189133","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001G8,,"0",2022-03-11T21:16:23Z,,"6001",,Palling,,Traunstein,Freistaat Bayern,Oberbayern,"09189134","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001G9,,"0",2021-07-02T17:00:44Z,,"6001",,Petting,,Traunstein,Freistaat Bayern,Oberbayern,"09189135","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Lc,,"0",2021-10-07T21:18:17Z,,"6015",,Chiemsee (See),,Traunstein,Freistaat Bayern,Oberbayern,"09189451","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ld,,"0",2021-07-02T17:00:44Z,,"6015",,Waginger See,,Traunstein,Freistaat Bayern,Oberbayern,"09189452","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017a,,"0",2022-02-22T21:16:06Z,,"6001",,Siegsdorf,,Traunstein,Freistaat Bayern,Oberbayern,"09189145","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017b,,"0",2021-11-16T21:16:12Z,,6001#6010,,Staudach-Egerndach,,Traunstein,Freistaat Bayern,Oberbayern,"09189146","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017c,,"0",2021-08-16T21:15:29Z,,"6001",,Surberg,,Traunstein,Freistaat Bayern,Oberbayern,"09189148","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017d,,"0",2021-11-25T21:16:15Z,,"6001",,Tacherting,,Traunstein,Freistaat Bayern,Oberbayern,"09189149","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017e,,"0",2021-09-10T21:18:37Z,,6001#6010,,Taching a.See,,Traunstein,Freistaat Bayern,Oberbayern,"09189150","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017f,,"0",2022-02-02T21:16:32Z,,"6003",,Tittmoning,,Traunstein,Freistaat Bayern,Oberbayern,"09189152","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017g,,"0",2022-03-11T21:16:23Z,,"6003",,Traunreut,,Traunstein,Freistaat Bayern,Oberbayern,"09189154","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017h,,"0",2022-03-11T21:16:23Z,,"6005",,Traunstein,,Traunstein,Freistaat Bayern,Oberbayern,"09189155","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017i,,"0",2022-03-11T21:16:23Z,,"6003",,Trostberg,,Traunstein,Freistaat Bayern,Oberbayern,"09189157","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017j,,"0",2022-02-22T21:16:06Z,,"6001",,Übersee,,Traunstein,Freistaat Bayern,Oberbayern,"09189159","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017k,,"0",2021-07-02T17:00:44Z,,"6001",,Unterwössen,,Traunstein,Freistaat Bayern,Oberbayern,"09189160","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017l,,"0",2022-03-11T21:16:23Z,,6001#6010,,Vachendorf,,Traunstein,Freistaat Bayern,Oberbayern,"09189161","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017m,,"0",2021-07-02T17:00:44Z,,6010#6012,,Waging a.See,,Traunstein,Freistaat Bayern,Oberbayern,"09189162","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017n,,"0",2021-07-02T17:00:44Z,,6001#6010,,Wonneberg,,Traunstein,Freistaat Bayern,Oberbayern,"09189165","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017X,,"0",2021-07-02T17:00:44Z,,"6001",,Schleching,,Traunstein,Freistaat Bayern,Oberbayern,"09189141","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017Y,,"0",2021-11-25T21:16:15Z,,"6001",,Schnaitsee,,Traunstein,Freistaat Bayern,Oberbayern,"09189142","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017Z,,"0",2021-10-07T21:18:17Z,,"6001",,Seeon-Seebruck,,Traunstein,Freistaat Bayern,Oberbayern,"09189143","224",Traunstein
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HA,,"0",2021-12-17T21:15:55Z,,"6012",,Garmisch-Partenkirchen,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180117","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HB,,"0",2021-12-17T21:15:55Z,,"6001",,Grainau,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180118","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HC,,"0",2021-07-02T17:00:44Z,,6001#6010,,Großweil,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180119","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HD,,"0",2021-12-17T21:15:55Z,,"6001",,Krün,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180122","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HE,,"0",2021-12-17T21:15:55Z,,"6012",,Mittenwald,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180123","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HF,,"0",2021-09-21T21:17:16Z,,"6012",,Murnau a.Staffelsee,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180124","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HG,,"0",2021-07-16T21:17:06Z,,"6001",,Oberammergau,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180125","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HH,,"0",2021-07-16T21:17:06Z,,"6001",,Oberau,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180126","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HI,,"0",2021-12-06T21:15:53Z,,6001#6010,,Ohlstadt,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180127","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HJ,,"0",2021-09-21T21:17:16Z,,6001#6010,,Riegsee,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180128","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HK,,"0",2021-09-21T21:17:16Z,,6001#6010,,Saulgrub,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180129","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HL,,"0",2021-09-21T21:17:16Z,,6001#6010,,Schwaigen,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180131","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HM,,"0",2021-09-21T21:17:16Z,,6001#6010,,Seehausen a.Staffelsee,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180132","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HN,,"0",2021-09-21T21:17:16Z,,6001#6010,,Spatzenhausen,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180133","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HO,,"0",2021-09-21T21:17:16Z,,"6001",,Uffing a.Staffelsee,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180134","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HP,,"0",2021-09-21T21:17:16Z,,6001#6010,,Unterammergau,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180135","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HQ,,"0",2021-12-17T21:15:55Z,,"6001",,Wallgau,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180136","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001H5,,"0",2021-09-21T21:17:16Z,,"6001",,Bad Kohlgrub,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180112","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001H6,,"0",2021-12-10T21:16:00Z,,6001#6010,,Bad Bayersoien,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180113","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001H7,,"0",2021-12-06T21:15:53Z,,6001#6010,,Eschenlohe,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180114","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001H8,,"0",2021-12-17T21:15:55Z,,6001#6010,,Ettal,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180115","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001H9,,"0",2021-07-16T21:17:06Z,,"6001",,Farchant,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180116","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001LT,,"0",2021-12-17T21:15:55Z,,"6015",,Ettaler Forst,,Garmisch-Partenkirchen,Freistaat Bayern,Oberbayern,"09180451","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001CA,,"0",2021-07-16T21:17:06Z,,6001#6010,,Wildsteig,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190160","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001C8,,"0",2022-04-12T21:15:25Z,,"6001",,Wessobrunn,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190158","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001C9,,"0",2022-03-10T21:16:53Z,,"6001",,Wielenbach,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190159","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017o,,"0",2022-03-07T21:15:44Z,,6001#6010,,Altenstadt,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190111","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017p,,"0",2022-04-29T21:15:27Z,,6001#6010,,Antdorf,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190113","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017q,,"0",2022-04-12T21:15:25Z,,6001#6010,,Bernbeuren,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190114","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017r,,"0",2022-04-12T21:15:25Z,,"6001",,Bernried am Starnberger See,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190115","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017s,,"0",2021-07-02T17:00:44Z,,6001#6010,,Böbing,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190117","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017t,,"0",2022-04-12T21:15:25Z,,6001#6010,,Burggen,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190118","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017u,,"0",2021-07-02T17:00:44Z,,6001#6010,,Eberfing,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190120","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017v,,"0",2021-09-21T21:17:16Z,,6001#6010,,Eglfing,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190121","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017w,,"0",2021-09-21T21:17:16Z,,6001#6010,,Habach,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190126","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017x,,"0",2021-11-15T21:16:14Z,,6001#6010,,Hohenfurch,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190129","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017y,,"0",2022-04-12T21:15:25Z,,"6001",,Hohenpeißenberg,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190130","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00017z,,"0",2021-09-21T21:17:16Z,,6001#6010,,Huglfing,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190131","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00018A,,"0",2022-03-10T21:16:53Z,,"6001",,Raisting,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190144","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00018B,,"0",2021-12-10T21:16:00Z,,6001#6010,,Rottenbuch,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190145","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00018C,,"0",2022-04-12T21:15:25Z,,"6003",,Schongau,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190148","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00018D,,"0",2022-04-12T21:15:25Z,,6001#6010,,Schwabbruck,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190149","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00018E,,"0",2022-04-12T21:15:25Z,,6001#6010,,Schwabsoien,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190151","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00018F,,"0",2022-04-12T21:15:25Z,,6001#6010,,Seeshaupt,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190152","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00018G,,"0",2022-04-29T21:15:27Z,,6001#6010,,Sindelsdorf,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190153","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00018H,,"0",2022-04-12T21:15:25Z,,6001#6010,,Steingaden,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190154","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00018I,,"0",2022-03-10T21:16:53Z,,"6003",,Weilheim i.OB,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190157","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK000180,,"0",2022-04-29T21:15:27Z,,6001#6010,,Iffeldorf,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190132","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK000181,,"0",2022-04-12T21:15:25Z,,6001#6010,,Ingenried,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190133","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK000182,,"0",2021-09-21T21:17:16Z,,6001#6010,,Oberhausen,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190135","225",Weilheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK000183,,"0",2021-09-21T21:17:16Z,,6001#6010,,Obersöchering,,Weilheim-Schongau,Freistaat Bayern,Oberbayern,"09190136","225",Weilheim
