LAND,MODELLART,OBJART,OBJART_TXT,OBJID,HDU_X,FDV_X,BEGINN,ENDE,ADM,AVG,BEZ_GEM,BEZ_VWG,BEZ_KRS,BEZ_LAN,BEZ_RBZ,SCH,WKR_NR,WKR_NAME
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001FO,,"0",2022-02-08T21:15:50Z,,"6001",,Oberaudorf,,Rosenheim,Freistaat Bayern,Oberbayern,"09187157","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001FP,,"0",2022-03-15T21:15:37Z,,6001#6010,,Pfaffing,,Rosenheim,Freistaat Bayern,Oberbayern,"09187159","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001FQ,,"0",2021-07-02T17:00:44Z,,"6012",,Prien a.Chiemsee,,Rosenheim,Freistaat Bayern,Oberbayern,"09187162","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001FR,,"0",2021-10-19T21:24:32Z,,"6001",,Prutting,,Rosenheim,Freistaat Bayern,Oberbayern,"09187163","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001FS,,"0",2022-03-15T21:15:37Z,,6001#6010,,Ramerberg,,Rosenheim,Freistaat Bayern,Oberbayern,"09187164","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001FT,,"0",2022-02-08T21:15:50Z,,"6001",,Raubling,,Rosenheim,Freistaat Bayern,Oberbayern,"09187165","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001FU,,"0",2021-07-14T21:15:20Z,,"6001",,Riedering,,Rosenheim,Freistaat Bayern,Oberbayern,"09187167","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001FV,,"0",2021-10-07T21:18:17Z,,"6001",,Rimsting,,Rosenheim,Freistaat Bayern,Oberbayern,"09187168","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001FW,,"0",2022-04-21T21:15:57Z,,"6001",,Rohrdorf,,Rosenheim,Freistaat Bayern,Oberbayern,"09187169","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001FX,,"0",2021-10-27T21:45:59Z,,6001#6010,,Rott a.Inn,,Rosenheim,Freistaat Bayern,Oberbayern,"09187170","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001FY,,"0",2022-04-21T21:15:57Z,,"6001",,Samerberg,,Rosenheim,Freistaat Bayern,Oberbayern,"09187172","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001FZ,,"0",2021-07-02T17:00:44Z,,6001#6010,,Schonstett,,Rosenheim,Freistaat Bayern,Oberbayern,"09187173","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001F0,,"0",2022-03-01T21:19:07Z,,"6003",,Bad Aibling,,Rosenheim,Freistaat Bayern,Oberbayern,"09187117","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001F1,,"0",2021-07-02T17:00:44Z,,"6001",,Bernau a.Chiemsee,,Rosenheim,Freistaat Bayern,Oberbayern,"09187118","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001F2,,"0",2022-02-08T21:15:50Z,,"6001",,Brannenburg,,Rosenheim,Freistaat Bayern,Oberbayern,"09187120","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001F3,,"0",2022-03-11T21:16:23Z,,6001#6010,,Breitbrunn a.Chiemsee,,Rosenheim,Freistaat Bayern,Oberbayern,"09187121","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001F4,,"0",2022-03-01T21:19:07Z,,"6012",,Bruckmühl,,Rosenheim,Freistaat Bayern,Oberbayern,"09187122","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001F5,,"0",2021-07-02T17:00:44Z,,6001#6010,,Chiemsee,,Rosenheim,Freistaat Bayern,Oberbayern,"09187123","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001F6,,"0",2022-03-15T21:15:37Z,,"6001",,Edling,,Rosenheim,Freistaat Bayern,Oberbayern,"09187124","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001F7,,"0",2022-03-11T21:16:23Z,,"6001",,Eggstätt,,Rosenheim,Freistaat Bayern,Oberbayern,"09187125","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001F8,,"0",2021-10-27T21:45:59Z,,"6001",,Eiselfing,,Rosenheim,Freistaat Bayern,Oberbayern,"09187126","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001F9,,"0",2021-10-07T21:18:17Z,,"6012",,Bad Endorf,,Rosenheim,Freistaat Bayern,Oberbayern,"09187128","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001La,,"0",2021-07-02T17:00:44Z,,"6015",,Rotter Forst-Süd,,Rosenheim,Freistaat Bayern,Oberbayern,"09187452","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001LZ,,"0",2021-07-02T17:00:44Z,,"6015",,Rotter Forst-Nord,,Rosenheim,Freistaat Bayern,Oberbayern,"09187451","221",Rosenheim
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ja,,"0",2021-09-08T21:17:05Z,,"6003",,Wolfratshausen,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173147","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JG,,"0",2022-04-29T21:15:27Z,,"6001",,Bad Heilbrunn,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173111","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JH,,"0",2022-03-28T21:15:54Z,,"6003",,Bad Tölz,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173112","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JI,,"0",2022-04-29T21:15:27Z,,6001#6010,,Benediktbeuern,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173113","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JJ,,"0",2022-03-01T21:19:07Z,,6001#6010,,Bichl,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173115","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JK,,"0",2022-03-28T21:15:54Z,,"6001",,Dietramszell,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173118","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JL,,"0",2021-09-08T21:17:05Z,,"6001",,Egling,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173120","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JM,,"0",2021-09-08T21:17:05Z,,"6001",,Eurasburg,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173123","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JN,,"0",2022-02-02T21:16:32Z,,"6001",,Gaißach,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173124","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JO,,"0",2022-03-28T21:15:54Z,,"6003",,Geretsried,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173126","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JP,,"0",2022-02-02T21:16:32Z,,6001#6010,,Greiling,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173127","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JQ,,"0",2021-09-08T21:17:05Z,,"6001",,Icking,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173130","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JR,,"0",2021-11-15T21:16:14Z,,"6001",,Jachenau,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173131","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JS,,"0",2022-02-02T21:16:32Z,,6001#6010,,Kochel a.See,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173133","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JT,,"0",2022-03-28T21:15:54Z,,"6001",,Königsdorf,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173134","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JU,,"0",2021-11-29T21:15:23Z,,"6001",,Lenggries,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173135","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JV,,"0",2022-04-29T21:15:27Z,,"6001",,Münsing,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173137","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JW,,"0",2022-02-02T21:16:32Z,,6001#6010,,Reichersbeuern,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173140","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JX,,"0",2022-03-28T21:15:54Z,,6001#6010,,Sachsenkam,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173141","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JY,,"0",2021-07-02T17:00:44Z,,6001#6010,,Schlehdorf,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173142","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001JZ,,"0",2022-03-28T21:15:54Z,,"6001",,Wackersberg,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173145","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001LN,,"0",2021-09-08T21:17:05Z,,"6015",,Pupplinger Au,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173451","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001LO,,"0",2021-07-02T17:00:44Z,,"6015",,Wolfratshauser Forst,,Bad Tölz-Wolfratshausen,Freistaat Bayern,Oberbayern,"09173452","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hw,,"0",2021-10-05T21:16:47Z,,"6001",,Bad Wiessee,,Miesbach,Freistaat Bayern,Oberbayern,"09182111","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hx,,"0",2021-10-05T21:16:47Z,,"6001",,Bayrischzell,,Miesbach,Freistaat Bayern,Oberbayern,"09182112","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hy,,"0",2022-02-08T21:15:50Z,,"6001",,Fischbachau,,Miesbach,Freistaat Bayern,Oberbayern,"09182114","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hz,,"0",2021-11-29T21:15:23Z,,"6001",,Gmund a.Tegernsee,,Miesbach,Freistaat Bayern,Oberbayern,"09182116","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IA,,"0",2022-02-02T21:16:32Z,,"6001",,Waakirchen,,Miesbach,Freistaat Bayern,Oberbayern,"09182134","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IB,,"0",2022-03-01T21:19:07Z,,"6001",,Warngau,,Miesbach,Freistaat Bayern,Oberbayern,"09182136","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IC,,"0",2022-03-01T21:19:07Z,,"6001",,Weyarn,,Miesbach,Freistaat Bayern,Oberbayern,"09182137","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001I0,,"0",2021-10-05T21:16:47Z,,"6001",,Hausham,,Miesbach,Freistaat Bayern,Oberbayern,"09182119","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001I1,,"0",2022-03-01T21:19:07Z,,"6012",,Holzkirchen,,Miesbach,Freistaat Bayern,Oberbayern,"09182120","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001I2,,"0",2022-03-01T21:19:07Z,,"6001",,Irschenberg,,Miesbach,Freistaat Bayern,Oberbayern,"09182123","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001I3,,"0",2021-11-29T21:15:23Z,,"6001",,Kreuth,,Miesbach,Freistaat Bayern,Oberbayern,"09182124","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001I4,,"0",2021-07-02T17:00:44Z,,"6003",,Miesbach,,Miesbach,Freistaat Bayern,Oberbayern,"09182125","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001I5,,"0",2022-03-01T21:19:07Z,,"6001",,Otterfing,,Miesbach,Freistaat Bayern,Oberbayern,"09182127","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001I6,,"0",2021-10-05T21:16:47Z,,"6001",,Rottach-Egern,,Miesbach,Freistaat Bayern,Oberbayern,"09182129","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001I7,,"0",2021-10-05T21:16:47Z,,"6012",,Schliersee,,Miesbach,Freistaat Bayern,Oberbayern,"09182131","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001I8,,"0",2021-07-02T17:00:44Z,,"6003",,Tegernsee,,Miesbach,Freistaat Bayern,Oberbayern,"09182132","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001I9,,"0",2022-03-01T21:19:07Z,,"6001",,Valley,,Miesbach,Freistaat Bayern,Oberbayern,"09182133","222",Bad Tölz-Wolfratshausen – Miesbach
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gp,,"0",2022-03-28T21:15:54Z,,"6005",,Germering,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179123","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ha,,"0",2021-09-10T21:18:37Z,,6001#6010,,Greifenberg,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181123","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hb,,"0",2021-07-02T17:00:44Z,,6001#6010,,Hofstetten,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181124","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hc,,"0",2021-09-10T21:18:37Z,,6001#6010,,Hurlach,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181126","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hd,,"0",2021-08-26T21:16:12Z,,6001#6010,,Igling,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181127","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001He,,"0",2021-07-02T17:00:44Z,,"6012",,Kaufering,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181128","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hf,,"0",2021-11-15T21:16:14Z,,6001#6010,,Kinsau,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181129","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hg,,"0",2021-08-26T21:16:12Z,,"6005",,Landsberg am Lech,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181130","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hh,,"0",2021-09-10T21:18:37Z,,6001#6010,,Obermeitingen,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181131","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hi,,"0",2021-07-02T17:00:44Z,,"6001",,Penzing,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181132","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hj,,"0",2021-08-26T21:16:12Z,,6001#6010,,Vilgertshofen,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181133","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hk,,"0",2021-10-13T21:21:58Z,,6001#6010,,Prittriching,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181134","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hl,,"0",2021-10-11T21:51:08Z,,6001#6010,,Reichling,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181135","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hm,,"0",2022-04-12T21:15:25Z,,6001#6010,,Rott,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181137","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hn,,"0",2021-07-02T17:00:44Z,,6001#6010,,Scheuring,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181138","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ho,,"0",2021-07-02T17:00:44Z,,6001#6010,,Schondorf am Ammersee,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181139","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hp,,"0",2021-07-02T17:00:44Z,,6001#6010,,Schwifting,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181140","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hq,,"0",2021-08-26T21:16:12Z,,6001#6010,,Pürgen,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181141","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hr,,"0",2021-08-26T21:16:12Z,,6001#6010,,Thaining,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181142","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HR,,"0",2021-07-02T17:00:44Z,,6001#6010,,Apfeldorf,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181111","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hs,,"0",2021-08-26T21:16:12Z,,6001#6010,,Unterdießen,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181143","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HS,,"0",2021-10-11T21:51:08Z,,"6001",,Denklingen,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181113","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ht,,"0",2021-07-02T17:00:44Z,,"6001",,Utting am Ammersee,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181144","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HT,,"0",2022-03-10T21:16:53Z,,"6012",,Dießen am Ammersee,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181114","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hu,,"0",2021-07-02T17:00:44Z,,"6001",,Weil,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181145","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HU,,"0",2021-09-10T21:18:37Z,,6001#6010,,Eching am Ammersee,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181115","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Hv,,"0",2021-07-02T17:00:44Z,,6001#6010,,Windach,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181146","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HV,,"0",2021-08-24T21:16:53Z,,"6001",,Egling a.d.Paar,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181116","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HW,,"0",2021-07-02T17:00:44Z,,6001#6010,,Eresing,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181118","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HX,,"0",2021-07-02T17:00:44Z,,6001#6010,,Finning,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181120","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HY,,"0",2021-08-26T21:16:12Z,,6001#6010,,Fuchstal,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181121","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001HZ,,"0",2021-07-02T17:00:44Z,,"6001",,Geltendorf,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181122","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001LU,,"0",2021-11-02T21:17:09Z,,"6015",,Ammersee,,Landsberg am Lech,Freistaat Bayern,Oberbayern,"09181451","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Fh,,"0",2021-09-08T21:17:05Z,,"6001",,Berg,,Starnberg,Freistaat Bayern,Oberbayern,"09188113","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Fi,,"0",2022-03-10T21:16:53Z,,"6001",,Andechs,,Starnberg,Freistaat Bayern,Oberbayern,"09188117","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Fj,,"0",2022-03-10T21:16:53Z,,"6001",,Feldafing,,Starnberg,Freistaat Bayern,Oberbayern,"09188118","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Fk,,"0",2022-03-28T21:15:54Z,,"6001",,Gauting,,Starnberg,Freistaat Bayern,Oberbayern,"09188120","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Fl,,"0",2021-09-23T21:15:55Z,,"6001",,Gilching,,Starnberg,Freistaat Bayern,Oberbayern,"09188121","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Fm,,"0",2022-03-10T21:16:53Z,,"6001",,Herrsching a.Ammersee,,Starnberg,Freistaat Bayern,Oberbayern,"09188124","223",Starnberg – Landsberg am Lech
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Fn,,"0",2021-11-29T21:15:23Z,,"6001",,Inning a.Ammersee,,Starnberg,Freistaat Bayern,Oberbayern,"09188126","223",Starnberg – Landsberg am Lech
